Date,Open,High,Low,Close,Adj Close,Volume
2015-07-28,385.559998,390.104004,375.507996,378.950012,366.202179,73468
2015-07-29,377.298004,383.907013,371.147003,382.255005,369.395996,146327
2015-07-30,383.403015,390.884003,379.408997,382.438995,369.573792,121580
2015-07-31,388.313995,391.022003,380.557007,384.274994,371.348053,143065
2015-08-03,385.101013,388.175995,383.173004,384.596008,371.658264,199488
2015-08-04,389.231995,391.160004,375.875000,379.776001,367.000336,331774
2015-08-05,391.985992,392.536987,381.612000,382.713989,369.839539,437706
2015-08-06,383.816010,387.350006,379.868011,380.877991,368.065308,237637
2015-08-07,381.888000,382.529999,376.518005,377.940002,365.226166,277908
2015-08-10,377.298004,381.015991,374.177002,376.471985,363.807495,173433
2015-08-11,377.298004,378.398987,369.769989,371.652008,359.149689,211038
2015-08-12,372.523987,372.708008,359.397003,365.088013,352.806519,181151
2015-08-13,369.036011,380.190002,346.773987,352.833008,343.049744,384920
2015-08-14,356.276001,364.216003,351.960999,362.563995,352.510925,273991
2015-08-17,362.701996,365.364014,355.863007,358.112000,348.182373,107273
2015-08-18,362.609985,362.976990,353.384003,353.751007,343.942291,110766
2015-08-19,353.429993,353.889008,342.826996,351.686005,341.934570,195175
2015-08-20,358.019989,359.947998,343.332001,348.243011,338.587006,241574
2015-08-21,344.019989,344.019989,328.139008,339.384003,329.973633,458844
2015-08-24,332.316010,336.401001,309.458008,320.748993,311.855377,343202
2015-08-25,321.299988,331.856995,305.326996,320.105988,311.230164,374066
2015-08-26,320.381989,321.851013,309.549011,311.890015,303.241974,216135
2015-08-27,321.161987,322.126007,314.553009,318.867004,310.025574,191857
2015-08-28,326.072998,334.152008,322.401001,332.545013,323.324310,170698
2015-08-31,335.070007,338.742004,321.299988,325.431000,316.407501,239333
2015-09-01,323.135986,325.890015,314.966003,317.031006,308.240448,379726
2015-09-02,319.463989,321.299988,312.119995,315.195007,306.455322,107880
2015-09-03,317.169006,319.692993,315.333008,318.774994,309.936066,69186
2015-09-04,318.774994,323.135986,314.873993,321.161987,312.256866,142399
2015-09-07,321.299988,321.299988,315.333008,318.592010,309.758148,274822
2015-09-08,320.290009,320.290009,311.661011,318.316010,309.489838,121728
2015-09-09,325.752014,335.988007,319.463989,326.072998,317.031738,472110
2015-09-10,326.348999,326.348999,317.856995,321.713013,312.792603,236195
2015-09-11,325.890015,325.890015,317.811005,319.463989,310.605957,168508
2015-09-14,320.381989,325.843994,317.903015,325.109985,316.095428,80041
2015-09-15,325.798004,325.798004,320.381989,321.666992,312.747894,95075
2015-09-16,325.890015,331.856995,323.182007,329.653992,320.513428,143203
2015-09-18,330.020996,333.325989,324.329010,326.946014,317.880524,85303
2015-09-21,324.971985,325.705994,322.309998,323.687012,314.711884,508798
2015-09-22,325.338989,325.431000,313.130005,315.057007,306.321198,513833
2015-09-23,313.359009,314.782013,308.769012,310.376007,301.769989,849823
2015-09-24,310.191986,310.651001,304.776001,305.648010,297.173096,706200
2015-09-28,309.365997,309.365997,297.983002,300.506989,292.174591,545195
2015-09-29,300.186005,300.460999,289.766998,296.927002,288.693878,649756
2015-09-30,298.350006,311.156006,298.350006,310.283997,301.680511,158030
2015-10-01,310.467010,312.579010,308.264008,311.890015,303.241974,563562
2015-10-05,312.119995,319.005005,311.476990,318.545990,309.713409,276112
2015-10-06,318.912994,321.851013,317.489990,320.473999,311.587952,290448
2015-10-07,321.299988,321.299988,312.854004,315.148987,306.410614,150513
2015-10-08,316.709991,317.536011,309.503998,315.148987,306.410614,291395
2015-10-09,315.148987,320.290009,315.148987,319.187988,310.337616,109787
2015-10-12,319.187988,323.319000,319.187988,320.795013,311.900055,90358
2015-10-13,320.841003,322.815002,314.966003,317.122986,308.329865,254154
2015-10-14,321.208008,321.575012,314.048004,318.132996,309.311890,180895
2015-10-15,318.821014,324.558990,315.975006,322.631012,313.685181,269250
2015-10-16,319.279999,323.182007,312.992004,321.161987,312.256866,195897
2015-10-19,321.575012,335.621002,318.087006,333.876007,324.618378,251276
2015-10-20,334.059998,337.364990,329.975006,332.040009,322.833313,163322
2015-10-21,335.070007,342.826996,333.876007,340.990997,331.536072,200616
2015-10-23,342.414001,343.653015,327.817993,329.332001,320.200409,140213
2015-10-26,335.070007,335.988007,318.821014,323.044006,314.086731,428463
2015-10-27,323.135986,325.063995,319.877014,323.411011,314.443542,150825
2015-10-28,323.411011,330.204010,323.044006,328.644012,319.531433,147005
2015-10-29,328.644012,329.332001,320.657013,325.843994,316.809052,161013
2015-10-30,325.843994,331.306000,316.433990,320.152008,311.274902,161102
2015-11-02,319.463989,322.722992,315.378998,321.666992,312.747894,73143
2015-11-03,321.666992,325.063995,316.802002,318.407990,309.579224,77419
2015-11-04,319.463989,321.575012,315.057007,317.307007,308.508820,91514
2015-11-05,316.709991,316.709991,306.612000,308.355988,299.805969,303354
2015-11-06,307.529999,313.359009,291.832001,311.201996,302.573059,157759
2015-11-09,309.365997,310.651001,294.678009,307.391998,298.868713,150144
2015-11-10,305.694000,307.989014,300.598999,304.776001,296.325226,363674
2015-11-13,299.268005,307.529999,298.625000,306.657990,298.155060,435077
2015-11-16,307.529999,311.476990,303.812012,308.355988,299.805969,340579
2015-11-17,312.119995,312.119995,304.225006,307.209015,298.690826,74211
2015-11-18,306.704010,313.910004,305.234985,306.795990,298.289246,303339
2015-11-19,307.529999,312.808014,305.234985,311.385010,302.750946,118181
2015-11-20,309.365997,315.975006,306.704010,312.257996,303.599792,161716
2015-11-23,313.955994,317.627991,309.411987,310.881012,302.260956,203566
2015-11-24,309.365997,317.076996,307.897003,313.266998,304.580811,87047
2015-11-26,313.955994,316.709991,312.119995,313.955994,305.250671,73910
2015-11-27,314.093994,316.433990,311.661011,313.635010,304.938599,41805
2015-11-30,313.955994,314.873993,305.968994,307.071014,298.556610,844375
2015-12-01,307.529999,308.447998,294.953003,296.238007,288.024017,1042488
2015-12-02,298.350006,298.350006,290.270996,296.467987,288.247589,573850
2015-12-03,294.678009,299.726990,292.612000,293.484009,285.346344,621159
2015-12-04,291.924011,295.963013,290.684998,294.907013,286.729919,150544
2015-12-07,296.514008,297.432007,292.612000,294.218994,286.060974,315423
2015-12-08,293.575989,294.218994,289.628998,291.648010,283.561279,250265
2015-12-09,291.924011,291.924011,282.927002,285.406006,277.492340,188381
2015-12-10,285.497986,288.390015,283.386993,286.920990,278.965332,93683
2015-12-11,287.976990,287.976990,282.743988,283.983002,276.108795,99860
2015-12-14,283.477997,285.497986,279.669006,281.045990,273.253204,137257
2015-12-15,281.825989,284.350006,280.311005,283.110992,275.260986,131827
2015-12-16,284.121002,295.641998,284.121002,293.944000,285.793610,208229
2015-12-17,294.678009,297.339996,294.218994,295.779999,287.578674,169819
2015-12-18,295.549988,296.743011,291.832001,292.980011,284.856323,212868
2015-12-21,291.510986,296.514008,291.052002,294.493988,286.328339,233646
2015-12-22,294.218994,300.278015,293.162994,296.697998,288.471222,227466
2015-12-23,298.350006,305.694000,297.890991,304.914001,296.459412,124339
2015-12-24,306.612000,311.752991,301.884003,310.651001,302.037354,128166
2015-12-28,309.825012,310.283997,303.445007,303.996002,295.566864,110321
2015-12-29,303.996002,308.402008,303.078003,307.024994,298.511841,93130
2015-12-30,311.201996,311.476990,305.005005,305.923004,297.440430,60144
2015-12-31,306.290985,313.221008,305.326996,312.028015,303.376190,99913
2016-01-01,310.283997,315.700012,310.007996,312.625000,303.956604,90443
2016-01-04,310.283997,310.283997,294.953003,299.819000,291.505676,131326
2016-01-05,297.432007,301.609009,294.907013,297.477997,289.229584,94826
2016-01-06,302.756012,305.281006,293.300995,295.458008,287.265594,126862
2016-01-07,293.300995,299.268005,290.914001,295.091003,286.908813,273697
2016-01-08,297.432007,298.257996,292.475006,297.385986,289.140167,147171
2016-01-11,294.678009,296.652008,288.940002,294.953003,286.774597,285728
2016-01-12,294.678009,298.763000,288.710999,289.308014,281.286163,599519
2016-01-13,293.760010,295.916992,277.695007,283.386993,275.529297,443287
2016-01-14,282.743988,285.589996,276.134003,283.661987,275.796661,538036
2016-01-15,285.497986,285.497986,278.382996,281.183014,273.386444,197287
2016-01-18,279.071991,283.203003,270.121002,275.721008,268.075897,266928
2016-01-19,277.235992,286.369995,276.042999,284.717987,276.823395,112562
2016-01-20,279.989990,287.931000,278.015991,284.028992,276.153503,134864
2016-01-21,283.661987,286.415985,279.118011,284.028992,276.153503,185971
2016-01-22,283.661987,285.451996,267.781006,274.343994,266.737030,523305
2016-01-25,274.069000,276.317993,268.699005,273.334015,265.755096,418308
2016-01-27,274.481995,275.079010,267.917999,273.471985,265.889252,380591
2016-01-28,270.809998,271.497986,265.302002,267.412994,259.998199,192467
2016-01-29,266.358002,272.600006,259.151001,265.945007,258.570953,389479
2016-02-01,267.138000,273.563995,267.138000,272.187012,264.639862,152420
2016-02-02,272.645996,279.071991,271.727997,277.419006,269.726807,346938
2016-02-03,273.105011,276.777008,271.820007,275.170013,267.540161,1033005
2016-02-04,279.989990,280.494995,276.960999,279.531006,271.780212,596405
2016-02-05,278.796997,282.972992,277.557007,281.917999,274.101013,312539
2016-02-08,282.743988,288.252014,280.587006,285.497986,277.581757,364091
2016-02-09,283.661987,288.252014,282.423004,286.369995,278.429596,707797
2016-02-10,286.737000,288.252014,283.295013,285.313995,277.402863,1226442
2016-02-11,284.579987,289.628998,279.898010,283.295013,275.439880,1185335
2016-02-12,283.661987,302.114014,282.743988,298.579010,290.300049,273568
2016-02-15,300.186005,302.067993,290.454987,292.520996,284.410034,337450
2016-02-16,293.300995,298.257996,288.067993,289.261993,281.241425,271714
2016-02-17,289.261993,294.998993,283.477997,293.300995,285.168396,190081
2016-02-18,293.346985,296.467987,290.226013,294.862000,286.686157,1586860
2016-02-19,296.421997,301.011993,290.730011,299.542999,291.237366,173625
2016-02-22,299.451996,307.346008,297.432007,302.296997,293.914948,130832
2016-02-23,305.510010,305.694000,292.382996,294.678009,286.507263,271639
2016-02-24,295.596008,298.625000,292.475006,297.432007,289.184875,238110
2016-02-25,298.165985,298.350006,292.062012,296.743011,288.514984,152529
2016-02-26,302.205994,302.205994,291.602997,292.382996,284.275848,143941
2016-02-29,291.924011,296.101013,287.700989,290.776001,282.713409,466072
2016-03-01,289.445007,296.147003,284.763000,294.493988,286.328339,138310
2016-03-02,294.402008,300.644989,294.402008,299.864990,291.550415,268187
2016-03-03,294.907013,307.346008,294.907013,306.106995,297.619324,745677
2016-03-04,306.106995,308.907013,300.231995,303.032013,294.629608,138585
2016-03-08,300.644989,307.162994,300.186005,304.592010,296.146362,970616
2016-03-09,299.406006,311.201996,299.406006,307.622009,299.092346,120564
2016-03-10,305.096985,311.018005,303.950012,308.402008,299.850739,214211
2016-03-11,304.776001,311.201996,304.776001,310.145996,301.546326,329274
2016-03-14,310.651001,313.955994,304.776001,312.946014,304.268707,89867
2016-03-15,310.329987,316.571991,308.998993,315.471008,306.723724,249716
2016-03-16,311.247986,316.066986,308.035004,311.799011,303.153534,79061
2016-03-17,311.799011,323.135986,310.283997,313.542999,304.849121,2493827
2016-03-18,319.372009,319.739014,311.981995,316.389008,307.616272,228293
2016-03-21,316.066986,325.569000,316.066986,324.558990,315.559662,245661
2016-03-22,325.890015,326.899994,316.526001,322.493011,313.550995,325079
2016-03-23,322.677002,331.580994,322.677002,329.148987,320.022369,217258
2016-03-28,329.102997,331.398010,318.729004,321.437988,312.525238,187726
2016-03-29,321.299988,328.459991,317.811005,325.523010,316.497009,93550
2016-03-30,328.690002,329.790985,322.446991,324.880005,315.871796,291123
2016-03-31,324.100006,327.312988,317.811005,322.126007,313.194183,113161
2016-04-01,321.621002,321.851013,305.050995,307.759003,299.225525,310751
2016-04-04,309.182007,321.851013,309.089996,319.325989,310.471771,193334
2016-04-05,317.076996,317.489990,302.160004,303.260986,294.852234,212933
2016-04-06,306.612000,311.569000,304.683990,307.209015,298.690826,120971
2016-04-07,308.035004,308.035004,302.480988,304.500000,296.056915,78993
2016-04-08,305.694000,309.963013,298.992004,306.886993,298.377686,160669
2016-04-11,314.002014,320.841003,313.037994,319.785004,310.918091,274438
2016-04-12,320.381989,323.502991,316.113007,320.886993,311.989532,268805
2016-04-13,321.299988,334.427002,321.299988,322.951996,313.997223,256772
2016-04-18,325.247009,333.234009,323.595001,329.148987,320.022369,140451
2016-04-20,335.070007,335.070007,325.154999,327.266998,318.192627,148519
2016-04-21,327.266998,329.195007,322.446991,327.496002,318.415283,108916
2016-04-22,326.808014,328.735992,321.621002,324.145996,315.158173,84627
2016-04-25,325.890015,334.014008,325.890015,329.424011,320.289825,154964
2016-04-26,328.644012,333.692993,326.670013,330.846985,321.673340,110275
2016-04-27,335.528992,349.574005,331.398010,342.552002,333.053802,501214
2016-04-28,350.859009,353.338013,339.798004,341.770996,332.294464,469507
2016-04-29,342.321991,342.414001,331.306000,333.967987,324.707764,211524
2016-05-02,334.152008,334.290009,327.174988,328.506012,319.397278,75921
2016-05-03,330.388000,339.109009,328.092987,336.906006,327.564331,241569
2016-05-04,337.824005,338.924988,329.744995,331.213989,322.030212,178796
2016-05-05,332.316010,335.988007,323.135986,326.072998,317.031738,167738
2016-05-06,327.036987,334.290009,325.476990,329.195007,320.067169,212105
2016-05-09,330.480011,337.319000,329.102997,336.539001,327.207520,86878
2016-05-10,336.721985,339.384003,331.398010,338.604004,329.215240,100571
2016-05-11,335.023987,346.591003,328.735992,329.975006,320.825562,549731
2016-05-12,334.152008,334.152008,326.899994,332.591003,323.368988,182385
2016-05-13,330.480011,330.618011,324.145996,325.843994,316.809052,491561
2016-05-16,325.018005,326.990997,315.240997,324.558990,315.559662,172529
2016-05-17,327.726013,329.562012,320.290009,322.677002,313.729889,363763
2016-05-18,321.299988,323.595001,318.729004,322.355988,313.417786,146598
2016-05-19,323.135986,323.135986,315.562012,316.618011,307.838928,327890
2016-05-20,317.076996,317.765991,311.981995,314.735992,306.009094,291844
2016-05-23,311.201996,320.015015,311.201996,317.536011,308.731445,93725
2016-05-24,317.536011,318.454010,313.772003,316.938995,308.151001,1538711
2016-05-25,317.627991,323.595001,317.627991,322.631012,313.685181,78601
2016-05-26,323.364990,326.670013,320.197998,323.915985,314.934540,104619
2016-05-27,324.282990,328.092987,321.299988,324.053986,315.068695,160390
2016-05-30,324.053986,328.322998,323.502991,327.174988,318.103180,214557
2016-05-31,328.184998,328.184998,319.096985,322.815002,313.864044,276499
2016-06-01,325.569000,334.334991,323.502991,333.049988,323.815247,140565
2016-06-02,333.234009,337.731995,330.250000,335.941986,326.627075,204667
2016-06-03,336.906006,336.906006,326.441010,328.826996,319.709412,203672
2016-06-06,328.644012,329.562012,319.739014,320.197998,311.319641,206477
2016-06-07,320.381989,323.595001,318.867004,320.519989,311.632690,268079
2016-06-08,325.890015,329.286011,322.631012,323.502991,314.532990,193085
2016-06-09,325.981995,326.532013,321.299988,322.126007,313.194183,96867
2016-06-10,321.115997,324.513000,319.096985,322.446991,313.506256,153445
2016-06-13,322.217987,322.217987,313.588989,314.322998,305.607513,86269
2016-06-14,312.899994,315.333008,309.595001,314.093994,305.384857,90851
2016-06-15,319.463989,323.778015,318.454010,322.951996,313.997223,301356
2016-06-16,322.217987,322.309998,313.450989,317.856995,309.043549,101634
2016-06-17,318.132996,329.377991,315.746002,326.532013,317.477997,236208
2016-06-20,328.644012,336.539001,324.787994,335.023987,325.734528,290916
2016-06-21,328.735992,334.610992,328.735992,332.498993,323.279510,46267
2016-06-22,336.721985,336.906006,330.571991,333.187988,323.949402,240207
2016-06-23,332.316010,337.824005,332.316010,334.334991,325.064606,125246
2016-06-24,332.316010,332.316010,320.243988,325.431000,316.407501,138480
2016-06-27,325.890015,328.506012,321.115997,322.264008,313.328339,106235
2016-06-28,322.264008,329.010986,322.217987,328.001007,318.906250,119276
2016-06-29,328.001007,330.755005,325.476990,327.404999,318.326813,69003
2016-06-30,332.316010,339.016998,326.532013,336.126007,326.806000,104078
2016-07-01,336.997986,341.954987,333.187988,338.511993,329.125824,153042
2016-07-04,337.135010,345.075989,337.135010,342.459991,332.964355,143119
2016-07-05,344.250000,344.250000,333.876007,335.803986,326.492889,147344
2016-07-07,335.988007,340.760986,332.316010,333.509003,324.261536,183536
2016-07-08,333.234009,333.234009,324.237000,325.890015,316.853790,194080
2016-07-11,331.398010,337.226990,328.826996,330.250000,321.092896,1238329
2016-07-12,330.020996,334.427002,330.020996,333.279999,324.038879,1162285
2016-07-13,334.334991,335.070007,330.020996,333.325989,324.083588,71530
2016-07-14,333.234009,337.593994,332.774994,336.308990,326.983887,83942
2016-07-15,336.446991,348.839996,336.446991,347.463013,337.828613,189288
2016-07-18,348.014008,348.839996,332.316010,333.647003,324.395691,343127
2016-07-19,330.480011,337.548004,328.644012,334.427002,325.154114,6893370
2016-07-20,331.444000,336.768005,331.444000,334.014008,324.752563,1779756
2016-07-21,334.243988,338.924988,333.234009,336.813995,327.474915,490682
2016-07-22,337.364990,339.429993,334.290009,337.411011,328.055359,197332
2016-07-25,337.273010,341.496002,333.692993,339.934998,330.509338,95732
2016-07-26,342.872986,342.872986,336.951996,339.292999,329.885132,60627
2016-07-27,339.660004,346.453003,337.962006,342.001007,332.518097,226283
2016-07-28,351.960999,351.960999,334.381012,341.588013,332.116547,547116
2016-07-29,341.496002,344.204010,330.480011,332.362000,323.146332,294527
2016-08-01,332.362000,337.824005,331.489990,333.785004,324.529877,148074
2016-08-02,335.023987,335.023987,326.899994,328.644012,319.531433,126879
2016-08-03,330.113007,330.480011,324.513000,328.139008,319.040405,191433
2016-08-04,329.562012,336.813995,324.237000,335.299011,326.001923,149952
2016-08-05,336.813995,340.394012,329.975006,333.416992,324.172058,311527
2016-08-08,335.070007,335.070007,320.657013,323.044006,314.086731,353777
2016-08-09,323.135986,326.072998,316.618011,320.243988,311.364349,247833
2016-08-10,320.795013,324.329010,315.884003,317.444000,308.641998,229768
2016-08-11,318.545990,318.545990,314.277008,317.811005,310.328308,629386
2016-08-12,315.791992,320.335999,315.791992,319.325989,311.807648,374685
2016-08-16,320.381989,322.355988,312.303009,315.378998,307.953583,111771
2016-08-17,315.378998,320.841003,315.378998,316.938995,309.476837,182263
2016-08-18,320.381989,324.651001,318.087006,323.502991,315.886292,146014
2016-08-19,324.787994,324.787994,318.821014,322.079987,314.496765,80575
2016-08-22,323.135986,324.971985,317.903015,321.483002,313.913849,103984
2016-08-23,320.290009,326.210999,315.975006,324.558990,316.917450,115668
2016-08-24,323.135986,328.782013,321.483002,323.687012,316.066010,76314
2016-08-25,324.053986,325.154999,315.884003,317.765991,310.284363,102869
2016-08-26,317.856995,319.785004,314.093994,315.884003,308.446686,260497
2016-08-29,314.873993,319.005005,307.851013,313.726013,306.339508,202902
2016-08-30,313.037994,314.553009,302.342987,304.868011,297.690063,315793
2016-08-31,304.776001,309.227997,302.022003,304.638000,297.465454,212457
2016-09-01,303.858002,304.914001,277.235992,285.222992,278.507568,7860061
2016-09-02,283.615997,294.402008,281.367004,292.795990,285.902283,1801016
2016-09-06,292.795990,296.421997,287.149994,295.274994,288.322906,1044476
2016-09-07,293.484009,295.596008,290.408997,294.311005,287.381622,280881
2016-09-08,295.136993,300.140015,290.270996,296.834991,289.846191,203244
2016-09-09,300.644989,300.644989,292.704010,295.549988,288.591461,167539
2016-09-12,293.760010,295.183014,288.710999,291.924011,285.050812,517735
2016-09-14,291.924011,296.421997,291.924011,293.117004,286.215698,111722
2016-09-15,293.117004,297.570007,291.372986,295.411987,288.456696,177241
2016-09-16,296.514008,299.175995,293.851990,296.972992,289.980927,116842
2016-09-19,296.972992,298.717010,294.678009,297.477997,290.474030,275470
2016-09-20,297.294006,297.523987,292.290985,293.575989,286.663940,156054
2016-09-21,293.575989,296.467987,292.888000,295.503998,288.546509,155065
2016-09-22,298.350006,301.196014,296.329987,300.369995,293.297943,163793
2016-09-23,300.369995,302.940002,297.615997,300.598999,293.521576,136747
2016-09-26,300.186005,301.654999,293.024994,294.173004,287.246887,124835
2016-09-27,293.806000,297.890991,287.425995,288.252014,281.465271,132261
2016-09-28,288.252014,297.615997,285.544006,296.009003,289.039642,170540
2016-09-29,295.596008,296.927002,288.252014,289.628998,282.809814,96765
2016-09-30,285.589996,290.363007,283.203003,288.298004,281.510193,157488
2016-10-03,289.170013,293.529999,289.170013,292.612000,285.722626,61651
2016-10-04,291.006012,297.615997,290.134003,296.927002,289.936035,121534
2016-10-05,290.408997,299.451996,290.408997,295.687988,288.726196,150367
2016-10-06,298.350006,298.441986,293.393005,296.376007,289.397980,203602
2016-10-07,296.514008,297.707001,291.694000,293.898010,286.978302,186225
2016-10-10,293.300995,293.667999,289.398987,290.179993,283.347870,127869
2016-10-13,289.170013,289.170013,280.540985,281.412994,274.787323,120202
2016-10-14,281.872009,282.743988,275.628998,280.769989,274.159393,102830
2016-10-17,280.907990,280.907990,272.278992,276.546997,270.035858,258191
2016-10-18,276.364014,282.285004,273.151001,281.274994,274.652557,139379
2016-10-19,281.825989,284.121002,279.071991,282.101013,275.459076,74149
2016-10-20,280.036011,285.131012,280.036011,283.937012,277.251892,173003
2016-10-21,287.792999,287.792999,280.816010,284.028992,277.341705,74101
2016-10-24,281.825989,282.743988,278.980011,281.367004,274.742371,503030
2016-10-25,279.071991,286.324005,277.144012,285.544006,278.821045,146535
2016-10-26,291.464996,296.283997,289.216003,291.970001,285.095734,397575
2016-10-27,290.454987,298.350006,288.067993,296.559998,289.577667,171593
2016-10-28,296.559998,296.605988,291.786011,292.520996,285.633728,118756
2016-11-01,293.760010,294.311005,290.041992,290.730011,283.884949,69897
2016-11-02,288.848999,289.812012,283.248993,284.121002,277.431549,93247
2016-11-03,284.121002,289.398987,280.723999,284.166992,277.476471,207046
2016-11-04,284.579987,285.222992,279.531006,281.641998,275.010864,129784
2016-11-07,284.579987,284.579987,278.200012,280.265015,273.666321,117162
2016-11-08,280.632996,281.734009,276.777008,279.989990,273.397766,60905
2016-11-09,270.809998,280.173004,260.665985,276.364014,269.857147,261958
2016-11-10,279.989990,288.252014,279.209991,282.927002,276.265656,91241
2016-11-11,282.927002,282.927002,274.114990,277.006012,270.484070,115552
2016-11-15,278.153992,279.989990,270.213013,278.062012,271.515198,91100
2016-11-16,279.989990,285.773010,278.613007,284.166992,277.476471,150286
2016-11-17,284.671997,289.445007,270.855988,272.049011,265.643768,474435
2016-11-18,276.960999,278.980011,271.360992,278.153992,271.605042,431979
2016-11-21,277.695007,280.356995,273.151001,274.941010,268.467682,102432
2016-11-22,275.399994,280.173004,271.131012,279.118011,272.546356,179794
2016-11-23,279.118011,282.743988,274.481995,275.721008,269.229309,106795
2016-11-24,274.481995,278.658997,273.838989,276.777008,270.260437,119154
2016-11-25,282.743988,282.743988,274.161011,276.179993,269.677490,141952
2016-11-28,276.317993,293.024994,276.317993,291.464996,284.602631,340099
2016-11-29,294.678009,298.350006,290.914001,297.615997,290.608795,213513
2016-11-30,297.523987,300.002014,296.605988,297.890991,290.877319,96638
2016-12-01,298.855011,298.855011,288.252014,292.933990,286.037018,247142
2016-12-02,290.914001,294.953003,289.170013,292.612000,285.722626,125375
2016-12-05,291.924011,301.929993,291.924011,300.598999,293.521576,146529
2016-12-06,300.048004,304.638000,298.533997,302.067993,294.955994,163494
2016-12-07,302.940002,307.162994,298.717010,301.929993,294.821228,119741
2016-12-08,302.022003,305.923004,301.196014,304.500000,297.330688,110190
2016-12-09,307.529999,309.411987,301.104004,303.858002,296.703857,200368
2016-12-12,302.940002,302.940002,299.681000,300.966003,293.879913,143088
2016-12-13,299.864990,303.627991,299.406006,302.802002,295.672699,37458
2016-12-14,302.664001,302.664001,295.183014,296.009003,289.039642,55244
2016-12-15,293.760010,295.596008,291.419006,292.337006,285.454071,186064
2016-12-16,292.337006,292.842010,282.835999,284.533997,277.834839,174805
2016-12-19,284.533997,286.002991,279.164001,280.082001,273.487640,90509
2016-12-20,279.164001,281.274994,274.941010,277.464996,270.932251,117663
2016-12-21,279.438995,281.321014,275.904999,277.373993,270.843384,98028
2016-12-22,277.373993,277.373993,267.183990,269.112000,262.775909,138918
2016-12-23,269.984009,272.645996,267.688995,271.269012,264.882141,304861
2016-12-26,276.317993,276.317993,265.531006,271.957001,265.553925,112715
2016-12-27,273.334015,278.153992,267.596985,274.848999,268.377838,110709
2016-12-28,274.941010,278.704987,272.645996,275.583008,269.094574,103047
2016-12-29,275.170013,279.760010,273.334015,278.246002,271.694855,84769
2016-12-30,278.246002,281.779999,276.042999,280.311005,273.711273,101090
2017-01-02,280.218994,286.829010,278.246002,285.497986,278.776093,129677
2017-01-03,287.334015,288.160004,275.399994,278.751007,272.187958,172524
2017-01-04,277.419006,289.536987,274.987000,288.434998,281.643951,387810
2017-01-05,288.252014,296.009003,284.808990,294.816010,287.874756,169899
2017-01-06,296.329987,298.074005,292.244995,293.667999,286.753754,126117
2017-01-09,291.097992,295.045013,290.639008,292.842010,285.947235,74770
2017-01-10,293.024994,294.678009,291.097992,293.851990,286.933411,52626
2017-01-11,295.596008,297.983002,292.566010,296.376007,289.397980,203061
2017-01-12,296.514008,298.533997,293.851990,295.274994,288.322906,146039
2017-01-13,293.667999,298.350006,290.134003,293.806000,286.888519,167282
2017-01-16,293.760010,296.514008,290.914001,291.832001,284.960999,132732
